26 0080009001 028 AE02 02A 002A 7FE 0002 0001 0000  27
27 0100000000 028 AE02 02A F498 7FE 0002 0001 0000  28
28 813C804002 028 AE02 02A F498 7FE 0002 0001 0000  3C
3C 8143204002 028 AE02 02A F498 7FE 0002 0001 0000  43
43 8146104002 028 AE02 02A F498 7FE 0002 0001 0000  44
44 0010C09001 028 AE02 02A F498 7FE 0002 F498 1000  45
45 80C4101040 028 AE02 02A F498 7FE 0002 F498 1000  C4
C4 80DE801040 028 AE02 02A F498 7FE 0002 F498 1000  DE
DE 4000000000 028 AE02 02A F498 7FE 0002 F498 1000  DF
DF 8001101040 028 AE02 02A F498 7FE 0002 F498 1000  01
01 00A0009004 028 AE02 028 F498 7FE 0028 F498 1000  02
02 0104009420 029 AE02 028 EC01 7FE 0028 F498 1000  03
03 0002009001 029 EC01 028 EC01 7FE 0028 F498 1000  04
04 8109804002 029 EC01 028 EC01 7FE 0028 F498 1000  09
09 800C404002 029 EC01 028 EC01 7FE 0028 F498 1000  0A
0A 800C204002 029 EC01 028 EC01 7FE 0028 F498 1000  0B
0B 8157104002 029 EC01 028 EC01 7FE 0028 F498 1000  0C
0C 8024084002 029 EC01 028 EC01 7FE 0028 F498 1000  0D
0D 0020011002 029 EC01 028 EC01 7FE 0001 F498 1000  0E
0E 811C044002 029 EC01 028 EC01 7FE 0001 F498 1000  1C
1C 8120024002 029 EC01 028 EC01 7FE 0001 F498 1000  1D
1D 81E0014002 029 EC01 028 EC01 7FE 0001 F498 1000  1E
1E 0001009028 029 EC01 028 07FF 7FE 0001 F498 1000  1F
1F 8024101040 029 EC01 028 07FF 7FE 0001 F498 1000  24
24 8026804002 029 EC01 028 07FF 7FE 0001 F498 1000  25
25 814A404002 029 EC01 028 07FF 7FE 0001 F498 1000  4A
4A 8153204002 029 EC01 028 07FF 7FE 0001 F498 1000  53
53 0080009001 029 EC01 7FF 07FF 7FE 0001 F498 1000  54
54 0001009010 029 EC01 7FF F498 7FE 0001 F498 1000  55
55 0200000000 029 EC01 7FF F498 7FE 0001 F498 1000  56
56 80C4101040 029 EC01 7FF F498 7FE 0001 F498 1000  C4
C4 80DE801040 029 EC01 7FF F498 7FE 0001 F498 1000  DE
DE 4000000000 029 EC01 7FF F498 7FE 0001 F498 1000  DF
DF 8001101040 029 EC01 7FF F498 7FE 0001 F498 1000  01
01 00A0009004 029 EC01 029 F498 7FE 0029 F498 1000  02
02 0104009420 02A EC01 029 0A00 7FE 0029 F498 1000  03
03 0002009001 02A 0A00 029 0A00 7FE 0029 F498 1000  04
04 8109804002 02A 0A00 029 0A00 7FE 0029 F498 1000  05
05 810C404002 02A 0A00 029 0A00 7FE 0029 F498 1000  06
06 810C204002 02A 0A00 029 0A00 7FE 0029 F498 1000  07
07 8078104002 02A 0A00 029 0A00 7FE 0029 F498 1000  78
78 81A4084002 02A 0A00 029 0A00 7FE 0029 F498 1000  A4
A4 81B5044002 02A 0A00 029 0A00 7FE 0029 F498 1000  A5
A5 0080009008 02A 0A00 7FE 0A00 7FE 0029 F498 1000  A6
A6 0100000000 02A 0A00 7FE 000A 7FE 0029 F498 1000  A7
A7 81AE024002 02A 0A00 7FE 000A 7FE 0029 F498 1000  AE
AE 81B1014002 02A 0A00 7FE 000A 7FE 0029 F498 1000  AF
AF 0004009001 00A 0A00 7FE 000A 7FE 0029 F498 1000  B0
B0 80AA101040 00A 0A00 7FE 000A 7FE 0029 F498 1000  AA
AA 0008009408 00A 0A00 7FE 000A 7FF 0029 F498 1000  AB
AB 80C4101040 00A 0A00 7FE 000A 7FF 0029 F498 1000  C4
C4 80DE801040 00A 0A00 7FE 000A 7FF 0029 F498 1000  DE
DE 4000000000 00A 0A00 7FE 000A 7FF 0029 F498 1000  DF
DF 8001101040 00A 0A00 7FE 000A 7FF 0029 F498 1000  01
01 00A0009004 00A 0A00 00A 000A 7FF 000A F498 1000  02
02 0104009420 00B 0A00 00A 0800 7FF 000A F498 1000  03
03 0002009001 00B 0800 00A 0800 7FF 000A F498 1000  04
04 8109804002 00B 0800 00A 0800 7FF 000A F498 1000  05
05 810C404002 00B 0800 00A 0800 7FF 000A F498 1000  06
06 810C204002 00B 0800 00A 0800 7FF 000A F498 1000  07
07 8078104002 00B 0800 00A 0800 7FF 000A F498 1000  78
78 81A4084002 00B 0800 00A 0800 7FF 000A F498 1000  A4
A4 81B5044002 00B 0800 00A 0800 7FF 000A F498 1000  A5
A5 0080009008 00B 0800 7FF 0800 7FF 000A F498 1000  A6
A6 0100000000 00B 0800 7FF F498 7FF 000A F498 1000  A7
A7 81AE024002 00B 0800 7FF F498 7FF 000A F498 1000  A8
A8 81AC014002 00B 0800 7FF F498 7FF 000A F498 1000  A9
A9 0010C09001 00B 0800 7FF F498 7FF 000A F498 1000  AA
AA 0008009408 00B 0800 7FF F498 000 000A F498 1000  AB
AB 80C4101040 00B 0800 7FF F498 000 000A F498 1000  C4
C4 80DE801040 00B 0800 7FF F498 000 000A F498 1000  DE
DE 4000000000 00B 0800 7FF F498 000 000A F498 1000  DF
DF 8001101040 00B 0800 7FF F498 000 000A F498 1000  01
01 00A0009004 00B 0800 00B F498 000 000B F498 1000  02
02 0104009420 00C 0800 00B 0740 000 000B F498 1000  03
03 0002009001 00C 0740 00B 0740 000 000B F498 1000  04
04 8109804002 00C 0740 00B 0740 000 000B F498 1000  05
05 810C404002 00C 0740 00B 0740 000 000B F498 1000  06
06 810C204002 00C 0740 00B 0740 000 000B F498 1000  07
07 8078104002 00C 0740 00B 0740 000 000B F498 1000  78
78 81A4084002 00C 0740 00B 0740 000 000B F498 1000  79
79 8189044002 00C 0740 00B 0740 000 000B F498 1000  89
89 8196024002 00C 0740 00B 0740 000 000B F498 1000  96
96 819C014002 00C 0740 00B 0740 000 000B F498 1000  9C
9C 81A2801002 00C 0740 00B 0740 000 000B F498 1000  9D
9D 81A0401002 00C 0740 00B 0740 000 000B F498 1000  A0
A0 0010E09110 00C 0740 00B 0740 000 000B F497 1001  A1
A1 80C4101040 00C 0740 00B 0740 000 000B F497 1001  C4
C4 80DE801040 00C 0740 00B 0740 000 000B F497 1001  DE
DE 4000000000 00C 0740 00B 0740 000 000B F497 1001  DF
DF 8001101040 00C 0740 00B 0740 000 000B F497 1001  01
01 00A0009004 00C 0740 00C 0740 000 000C F497 1001  02
02 0104009420 00D 0740 00C 6EF6 000 000C F497 1001  03
03 0002009001 00D 6EF6 00C 6EF6 000 000C F497 1001  04
04 8109804002 00D 6EF6 00C 6EF6 000 000C F497 1001  05
05 810C404002 00D 6EF6 00C 6EF6 000 000C F497 1001  0C
0C 8024084002 00D 6EF6 00C 6EF6 000 000C F497 1001  0D
0D 0020011002 00D 6EF6 00C 6EF6 000 FFF6 F497 1001  0E
0E 811C044002 00D 6EF6 00C 6EF6 000 FFF6 F497 1001  1C
1C 8120024002 00D 6EF6 00C 6EF6 000 FFF6 F497 1001  20
20 8023014002 00D 6EF6 00C 6EF6 000 FFF6 F497 1001  23
23 0001009024 00D 6EF6 00C 0003 000 FFF6 F497 1001  24
24 8026804002 00D 6EF6 00C 0003 000 FFF6 F497 1001  26
26 0080009001 00D 6EF6 003 0003 000 FFF6 F497 1001  27
27 0100000000 00D 6EF6 003 0000 000 FFF6 F497 1001  28
28 813C804002 00D 6EF6 003 0000 000 FFF6 F497 1001  29
29 8130404002 00D 6EF6 003 0000 000 FFF6 F497 1001  30
30 8137204002 00D 6EF6 003 0000 000 FFF6 F497 1001  37
37 813A104002 00D 6EF6 003 0000 000 FFF6 F497 1001  38
38 0010E09511 00D 6EF6 003 0000 000 FFF6 F497 1001  39
39 80C4101040 00D 6EF6 003 0000 000 FFF6 F497 1001  C4
C4 80DE801040 00D 6EF6 003 0000 000 FFF6 F497 1001  DE
DE 4000000000 00D 6EF6 003 0000 000 FFF6 F497 1001  DF
DF 8001101040 00D 6EF6 003 0000 000 FFF6 F497 1001  01
01 00A0009004 00D 6EF6 00D 0000 000 000D F497 1001  02
02 0104009420 00E 6EF6 00D EEF5 000 000D F497 1001  03
03 0002009001 00E EEF5 00D EEF5 000 000D F497 1001  04
04 8109804002 00E EEF5 00D EEF5 000 000D F497 1001  09
09 800C404002 00E EEF5 00D EEF5 000 000D F497 1001  0A
0A 800C204002 00E EEF5 00D EEF5 000 000D F497 1001  0B
0B 8157104002 00E EEF5 00D EEF5 000 000D F497 1001  0C
0C 8024084002 00E EEF5 00D EEF5 000 000D F497 1001  0D
0D 0020011002 00E EEF5 00D EEF5 000 FFF5 F497 1001  0E
0E 811C044002 00E EEF5 00D EEF5 000 FFF5 F497 1001  1C
1C 8120024002 00E EEF5 00D EEF5 000 FFF5 F497 1001  20
20 8023014002 00E EEF5 00D EEF5 000 FFF5 F497 1001  23
23 0001009024 00E EEF5 00D 0003 000 FFF5 F497 1001  24
24 8026804002 00E EEF5 00D 0003 000 FFF5 F497 1001  25
25 814A404002 00E EEF5 00D 0003 000 FFF5 F497 1001  4A
4A 8153204002 00E EEF5 00D 0003 000 FFF5 F497 1001  53
53 0080009001 00E EEF5 003 0003 000 FFF5 F497 1001  54
54 0001009010 00E EEF5 003 F497 000 FFF5 F497 1001  55
55 0200000000 00E EEF5 003 F497 000 FFF5 F497 1001  56
56 80C4101040 00E EEF5 003 F497 000 FFF5 F497 1001  C4
C4 80DE801040 00E EEF5 003 F497 000 FFF5 F497 1001  DE
DE 4000000000 00E EEF5 003 F497 000 FFF5 F497 1001  DF
DF 8001101040 00E EEF5 003 F497 000 FFF5 F497 1001  01
01 00A0009004 00E EEF5 00E F497 000 000E F497 1001  02
02 0104009420 00F EEF5 00E AEF2 000 000E F497 1001  03
03 0002009001 00F AEF2 00E AEF2 000 000E F497 1001  04
04 8109804002 00F AEF2 00E AEF2 000 000E F497 1001  09
09 800C404002 00F AEF2 00E AEF2 000 000E F497 1001  0C
0C 8024084002 00F AEF2 00E AEF2 000 000E F497 1001  0D
0D 0020011002 00F AEF2 00E AEF2 000 FFF2 F497 1001  0E
0E 811C044002 00F AEF2 00E AEF2 000 FFF2 F497 1001  1C
1C 8120024002 00F AEF2 00E AEF2 000 FFF2 F497 1001  20
20 8023014002 00F AEF2 00E AEF2 000 FFF2 F497 1001  23
23 0001009024 00F AEF2 00E 0001 000 FFF2 F497 1001  24
24 8026804002 00F AEF2 00E 0001 000 FFF2 F497 1001  25
25 814A404002 00F AEF2 00E 0001 000 FFF2 F497 1001  26
26 0080009001 00F AEF2 001 0001 000 FFF2 F497 1001  27
27 0100000000 00F AEF2 001 0000 000 FFF2 F497 1001  28
28 813C804002 00F AEF2 001 0000 000 FFF2 F497 1001  3C
3C 8143204002 00F AEF2 001 0000 000 FFF2 F497 1001  43
43 8146104002 00F AEF2 001 0000 000 FFF2 F497 1001  44
44 0010C09001 00F AEF2 001 0000 000 FFF2 0000 0101  45
45 80C4101040 00F AEF2 001 0000 000 FFF2 0000 0101  C4
C4 80DE801040 00F AEF2 001 0000 000 FFF2 0000 0101  DE
DE 4000000000 00F AEF2 001 0000 000 FFF2 0000 0101  DF
DF 8001101040 00F AEF2 001 0000 000 FFF2 0000 0101  01
01 00A0009004 00F AEF2 00F 0000 000 000F 0000 0101  02
02 0104009420 010 AEF2 00F 0740 000 000F 0000 0101  03
03 0002009001 010 0740 00F 0740 000 000F 0000 0101  04
04 8109804002 010 0740 00F 0740 000 000F 0000 0101  05
05 810C404002 010 0740 00F 0740 000 000F 0000 0101  06
06 810C204002 010 0740 00F 0740 000 000F 0000 0101  07
07 8078104002 010 0740 00F 0740 000 000F 0000 0101  78
78 81A4084002 010 0740 00F 0740 000 000F 0000 0101  79
79 8189044002 010 0740 00F 0740 000 000F 0000 0101  89
89 8196024002 010 0740 00F 0740 000 000F 0000 0101  96
96 819C014002 010 0740 00F 0740 000 000F 0000 0101  9C
9C 81A2801002 010 0740 00F 0740 000 000F 0000 0101  9D
9D 81A0401002 010 0740 00F 0740 000 000F 0000 0101  A0
A0 0010E09110 010 0740 00F 0740 000 000F FFFF 1000  A1
A1 80C4101040 010 0740 00F 0740 000 000F FFFF 1000  C4
C4 80DE801040 010 0740 00F 0740 000 000F FFFF 1000  DE
DE 4000000000 010 0740 00F 0740 000 000F FFFF 1000  DF
DF 8001101040 010 0740 00F 0740 000 000F FFFF 1000  01
01 00A0009004 010 0740 010 0740 000 0010 FFFF 1000  02
02 0104009420 011 0740 010 0C00 000 0010 FFFF 1000  03
03 0002009001 011 0C00 010 0C00 000 0010 FFFF 1000  04
04 8109804002 011 0C00 010 0C00 000 0010 FFFF 1000  05
05 810C404002 011 0C00 010 0C00 000 0010 FFFF 1000  06
06 810C204002 011 0C00 010 0C00 000 0010 FFFF 1000  07
07 8078104002 011 0C00 010 0C00 000 0010 FFFF 1000  78
78 81A4084002 011 0C00 010 0C00 000 0010 FFFF 1000  A4
A4 81B5044002 011 0C00 010 0C00 000 0010 FFFF 1000  B5
B5 81BB024002 011 0C00 010 0C00 000 0010 FFFF 1000  B6
B6 81B9014002 011 0C00 010 0C00 000 0010 FFFF 1000  B7
B7 0001009010 011 0C00 010 FFFF 000 0010 FFFF 1000  B8
B8 8051101040 011 0C00 010 FFFF 000 0010 FFFF 1000  51
51 0088009208 011 0C00 7FF FFFF 7FF 0010 FFFF 1000  52
52 8055101040 011 0C00 7FF FFFF 7FF 0010 FFFF 1000  55
55 0200000000 011 0C00 7FF FFFF 7FF 0010 FFFF 1000  56
56 80C4101040 011 0C00 7FF FFFF 7FF 0010 FFFF 1000  C4
C4 80DE801040 011 0C00 7FF FFFF 7FF 0010 FFFF 1000  DE
DE 4000000000 011 0C00 7FF FFFF 7FF 0010 FFFF 1000  DF
DF 8001101040 011 0C00 7FF FFFF 7FF 0010 FFFF 1000  01
01 00A0009004 011 0C00 011 FFFF 7FF 0011 FFFF 1000  02
02 0104009420 012 0C00 011 DE0A 7FF 0011 FFFF 1000  03
03 0002009001 012 DE0A 011 DE0A 7FF 0011 FFFF 1000  04
04 8109804002 012 DE0A 011 DE0A 7FF 0011 FFFF 1000  09
